"ParasiteCorrectedName","close","sexual","vertical","closenonsexual","nonclose","environment","soil","water","feces","vector","intermediate"
"Dermacentor nigrolineatus",0,0,0,0,1,1,0,0,0,0,0
"Dermacentor nitens",0,0,0,0,1,1,0,0,0,0,0
"Dermacentor occidentalis",0,0,0,0,1,1,0,0,0,0,0
"Dermacentor reticulatus",0,0,0,0,1,1,0,0,0,0,0
"Dermacentor rhinocerinus",0,0,0,0,1,1,0,0,0,0,0
"Dermacentor steini",0,0,0,0,1,1,0,0,0,0,0
"Dermacentor taiwanensis",0,0,0,0,1,1,0,0,0,0,0
"Dermacentor variabilis",0,0,0,0,1,1,0,0,0,0,0
"Dermatobia hominis",0,0,0,0,1,0,0,0,0,0,0
"Dermatophilus congolensis",1,0,0,1,1,1,0,0,0,1,0
"Dermatoxys veligera",0,0,0,0,0,0,0,0,0,0,0
"Diceronema versterae",0,0,0,0,0,0,0,0,0,0,0
"Dicrocoelium dendriticum",0,0,0,0,0,0,0,0,0,0,1
"Dictyocaulus capreolus",0,0,0,0,1,1,0,0,1,0,0
"Dictyocaulus eckerti",0,0,0,0,1,1,0,0,1,0,0
"Dictyocaulus filaria",0,0,0,0,1,1,0,0,1,0,0
"Dictyocaulus noerneri",0,0,0,0,1,1,0,0,1,0,0
"Dictyocaulus viviparus",0,0,0,0,1,1,0,0,1,0,0
"Didelphonema longispiculata",0,0,0,0,0,0,0,0,0,0,0
"Dientamoeba fragilis",1,0,0,0,1,0,0,0,0,0,0
"Dioctophyma renale",0,0,0,0,0,0,0,0,0,0,0
"Dipetalonema caudispina",0,0,0,0,0,0,0,0,0,1,0
"Dipetalonema gracile",0,0,0,0,0,0,0,0,0,1,0
"Dipetalonema graciliformis",0,0,0,0,0,0,0,0,0,1,0
"Dipetalonema mephitis",0,0,0,0,0,0,0,0,0,0,0
"Dipetalonema obtusa",0,0,0,0,0,0,0,0,0,1,0
"Dipetalonema parvum",0,0,0,0,0,0,0,0,0,1,0
"Dipetalonema rodhaini",0,0,0,0,0,0,0,0,0,1,0
"Dipetalonema witei",0,0,0,0,0,0,0,0,0,1,0
"Diphyllobothrium cordatum",0,0,0,0,0,0,0,0,0,0,0
"Diphyllobothrium dendriticum",0,0,0,0,0,0,0,0,0,0,0
"Diphyllobothrium ditremum",0,0,0,0,0,0,0,0,0,0,0
"Diphyllobothrium fayi",0,0,0,0,0,0,0,0,0,0,0
"Diphyllobothrium lanceolatum",0,0,0,0,0,0,0,0,0,0,0
"Diphyllobothrium latum",0,0,0,0,0,0,0,0,0,0,0
"Diphyllobothrium medium",0,0,0,0,0,0,0,0,0,0,0
"Diphyllobothrium pacificum",0,0,0,0,0,0,0,0,0,0,0
"Diplogonoporus tetrapterus",0,0,0,0,0,0,0,0,0,0,0
"Diplopylidium monoophorum",0,0,0,0,0,0,0,0,0,0,0
"Diplopylidium noelleri",0,0,0,0,0,0,0,0,0,0,0
"Dipylidium caninum",0,0,0,0,0,0,0,0,0,0,0
"Dirofilaria aethiops",0,0,0,0,0,0,0,0,0,1,0
"Dirofilaria corynodes",0,0,0,0,0,0,0,0,0,1,0
"Dirofilaria immitis",0,0,0,0,0,0,0,0,0,1,0
"Dirofilaria lutrae",0,0,0,0,0,0,0,0,0,0,0
"Dirofilaria macacae",0,0,0,0,0,0,0,0,0,1,0
"Dirofilaria magnilarvatum",0,0,0,0,0,0,0,0,0,1,0
"Dirofilaria repens",0,0,0,0,0,0,0,0,0,0,0
"Dirofilaria schoutedeni",0,0,0,0,0,0,0,0,0,1,0
"Dirofilaria striata",0,0,0,0,0,0,0,0,0,0,0
"Dirofilaria tenuis",0,0,0,0,0,0,0,0,0,0,0
"Dirofilaria ursi",0,0,0,0,0,0,0,0,0,0,0
"Dolphin rhabdovirus",0,0,0,0,0,0,0,0,0,0,0
"Dracunculus insignis",0,0,0,0,0,0,0,0,0,0,0
"Draschia megastoma",0,0,0,0,0,0,0,0,0,1,0
"Echidnophaga bradyta",0,0,0,0,0,0,0,0,0,0,0
"Echidnophaga gallinacea",0,0,0,0,0,0,0,0,0,0,0
"Echidnophaga larina",1,0,0,1,1,1,0,0,0,0,0
"Echinochasmus perfoliatus",0,0,0,0,0,0,0,0,0,0,0
"Echinococcus granulosus",0,0,0,0,1,1,0,0,1,0,1
"Echinococcus multilocularis",0,0,0,0,0,0,0,0,0,0,0
"Echinococcus oligarthrus",0,0,0,0,0,0,0,0,0,0,0
"Echinococcus shiquicus",0,0,0,0,0,0,0,0,0,0,0
"Echinococcus sibiricensis",0,0,0,0,0,0,0,0,0,0,0
"Echinoparyphium recurvatum",0,0,0,0,0,0,0,0,0,0,0
"Echinophthirius horridus",0,0,0,0,0,0,0,0,0,0,0
"Echinorhynchus gadi",0,0,0,0,0,0,0,0,0,0,0
"Echinostoma cinetorchis",0,0,0,0,0,0,0,0,0,0,0
"Echinostoma hortense",0,0,0,0,0,0,0,0,0,0,0
"Edwardsiella tarda",0,0,0,0,0,0,0,0,0,0,0
"Ehrlichia canis",0,0,0,0,0,0,0,0,0,1,0
"Ehrlichia chaffeensis",0,0,0,0,0,0,0,0,0,1,0
"Ehrlichia ewingii",0,0,0,0,0,0,0,0,0,1,0
"Ehrlichia muris",0,0,0,0,0,0,0,0,0,0,0
"Ehrlichia ruminantium",0,0,0,0,0,0,0,0,0,1,0
"Eimeria auburnensis",0,0,0,0,1,0,0,0,1,0,0
"Eimeria bovis",0,0,0,0,1,0,0,0,1,0,0
"Eimeria felina",0,0,0,0,0,0,0,0,0,0,0
"Eimeria furonis",0,0,0,0,0,0,0,0,0,0,0
"Eimeria ictidea",0,0,0,0,0,0,0,0,0,0,0
"Eimeria macusaniensis",0,0,0,0,1,0,0,0,1,0,0
"Eimeria madisonensis",0,0,0,0,1,0,0,0,1,0,0
"Eimeria mccordocki",0,0,0,0,1,0,0,0,1,0,0
"Eimeria melis",0,0,0,0,0,0,0,0,0,0,0
"Eimeria mephitidis",0,0,0,0,0,0,0,0,0,0,0
"Eimeria nuttalli",0,0,0,0,0,0,0,0,0,0,0
"Eimeria odocoilei",0,0,0,0,1,0,0,0,1,0,0
"Eimeria pachylepyron",0,0,0,0,1,0,0,0,0,0,0
"Eimeria procyonis",0,0,0,0,0,0,0,0,0,0,0
"Eimeria vulpis",0,0,0,0,0,0,0,0,0,0,0
"Eimeria zuernii",0,0,0,0,1,0,0,0,1,0,0
"Elaeophora elaphi",0,0,0,0,0,0,0,0,0,1,0
"Elaeophora sagitta",0,0,0,0,0,0,0,0,0,1,0
"Elaeophora schneideri",0,0,0,0,0,0,0,0,0,1,0
"Elaphostrongylus alces",0,0,0,0,0,0,0,0,0,0,1
"Elaphostrongylus cervi",0,0,0,0,0,0,0,0,0,0,1
"Elaphostrongylus rangiferi",0,0,0,0,0,0,0,0,0,0,1
"Emmonsia crescens",0,0,0,0,0,0,0,0,0,0,0
"Empedobacter brevis",0,0,0,0,0,0,0,0,0,0,0
"Encephalitozoon cuniculi",0,0,0,0,0,0,0,0,0,0,0
"Encephalitozoon intestinalis",0,0,0,0,0,0,0,0,0,0,0
"Endolimax nana",1,0,0,0,1,0,0,0,0,0,0
"Entamoeba chattoni",1,0,0,0,1,0,0,0,0,0,0
"Entamoeba coli",1,0,0,0,1,0,0,0,0,0,0
"Entamoeba dispar",1,0,0,0,1,0,0,0,0,0,0
"Entamoeba hartmanni",1,0,0,0,1,0,0,0,0,0,0
"Entamoeba histolytica",1,0,0,0,1,0,0,0,0,0,0
"Entamoeba polecki",1,0,0,0,1,0,0,0,0,0,0
"Enterobacter aerogenes",1,0,0,0,1,0,0,0,0,0,0
"Enterobacter cloacae",1,0,0,1,0,0,0,0,1,0,0
"Enterobius anthropopitheci",1,0,0,0,1,0,0,0,0,0,0
"Enterobius bipapillatus",1,0,0,0,1,0,0,0,0,0,0
"Enterobius brevicauda",1,0,0,0,1,0,0,0,0,0,0
"Enterobius buckleyi",1,0,0,0,1,0,0,0,0,0,0
"Enterobius macaci",1,0,0,0,1,0,0,0,0,0,0
"Enterobius vermicularis",1,0,0,0,1,0,0,0,0,0,0
"Enterococcus faecalis",0,0,0,0,0,0,0,0,0,0,0
"Enterococcus faecium",0,0,0,0,0,0,0,0,0,0,0
"Enterovirus Enterovirus B",1,0,0,0,1,0,0,0,0,0,0
"Enterovirus Enterovirus C",1,0,0,0,1,0,0,0,0,0,0
"Entomophthora coronata",0,0,0,0,1,0,0,0,0,0,0
"Entopolypoides macaci",0,0,0,0,0,0,0,0,0,1,0
"Ephemerovirus Bovine ephemeral fever virus",1,0,0,1,0,0,0,0,0,0,0
"Erysipelothrix rhusiopathiae",1,0,0,1,1,1,1,1,1,1,0
"Escherichia coli",1,0,0,0,1,0,0,0,1,0,0
"Eucoleus aerophilus",0,0,0,0,0,0,0,0,0,0,0
"Eucoleus boehmi",0,0,0,0,0,0,0,0,0,0,0
"Eucoleus schvalovoj",0,0,0,0,0,0,0,0,0,0,0
"Eucyathostomum webbi",0,0,0,0,0,0,0,0,0,0,0
"Euhoplopsyllus glacialis",0,0,0,0,0,0,0,0,0,0,0
"Euparyphium beaveri",0,0,0,0,0,0,0,0,0,0,0
"Euparyphium inermo",0,0,0,0,0,0,0,0,0,0,0
"Euparyphium melis",0,0,0,0,0,0,0,0,0,0,0
"Euryhelmis costaricensis",0,0,0,0,0,0,0,0,0,0,0
"Euryhelmis pacifica",0,0,0,0,0,0,0,0,0,0,0
"Euryhelmis squamula",0,0,0,0,0,0,0,0,0,0,0
"Eurytrema procyonis",0,0,0,0,0,0,0,0,0,0,0
"Eutrombicula splendens",0,0,0,0,1,1,0,0,0,0,0
"Fasciola gigantica",0,0,0,0,0,0,0,0,0,0,1
"Fasciola hepatica",0,0,0,0,0,0,0,0,0,0,1
"Fascioloides magna",0,0,0,0,0,0,0,0,0,0,1
"Felicola cynictis",0,0,0,0,0,0,0,0,0,0,0
"Felicola inaequalis",0,0,0,0,0,0,0,0,0,0,0
"Felicola isidoroi",0,0,0,0,0,0,0,0,0,0,0
"Fibricola cartera",0,0,0,0,0,0,0,0,0,0,0
"Fibricola cratera",0,0,0,0,0,0,0,0,0,0,0
"Fibricola texensis",0,0,0,0,0,0,0,0,0,0,0
"Filaria martis",0,0,0,0,0,0,0,0,0,0,0
"Filaria taxideae",0,0,0,0,0,0,0,0,0,0,0
"Filariopsis arator",0,0,0,0,0,0,0,0,0,0,1
"Filariopsis barretoi",0,0,0,0,0,0,0,0,0,0,1
"Filariopsis cebuellaa",0,0,0,0,0,0,0,0,0,0,1
"Filariopsis gordius",0,0,0,0,0,0,0,0,0,1,0
"Filariopsis usper",0,0,0,0,0,0,0,0,0,0,1
"Filaroides bronchialis",0,0,0,0,0,0,0,0,0,0,0
"Filaroides hispidus",0,0,0,0,0,0,0,0,0,0,0
"Filaroides krascheninnikovi",0,0,0,0,0,0,0,0,0,0,0
"Filaroides martis",0,0,0,0,0,0,0,0,0,0,0
"Filaroides milksi",0,0,0,0,0,0,0,0,0,0,0
"Flavivirus Bouboui virus",0,0,0,0,0,0,0,0,0,1,0
"Flavivirus Dengue virus",0,0,0,0,0,0,0,0,0,1,0
"Flavivirus Ilheus virus",0,0,0,0,0,0,0,0,0,1,0
"Flavivirus Japanese encephalitis virus",0,0,0,0,0,0,0,0,0,1,0
"Flavivirus St. Louis encephalitis virus",0,0,0,0,0,0,0,0,0,0,0
"Flavivirus Tick-borne encephalitis virus",0,0,0,0,0,0,0,0,0,1,0
"Flavivirus West Nile virus",0,0,0,0,0,0,0,0,0,1,0
"Flavivirus Yellow fever virus",0,0,0,0,0,0,0,0,0,1,0
"Flavivirus Zika virus",0,0,0,0,0,0,0,0,0,1,0
"Foxella ignota",0,0,0,0,0,0,0,0,0,0,0
"Francisella tularensis",1,0,0,0,1,0,0,0,0,1,0
"Fusobacterium necrophorum",0,0,0,0,1,0,1,1,1,0,0
"Gaigeria pachyscelis",0,0,0,0,1,1,0,0,1,0,0
"Galactosomum stelleri",0,0,0,0,0,0,0,0,0,0,0
"Gammaretrovirus Feline leukemia virus",0,0,0,0,0,0,0,0,0,0,0
"Gasterophilus ternicinctus",0,0,0,0,0,0,0,0,0,0,0
"Gastrodiscus aegyptiacus",0,0,0,0,1,1,0,0,0,0,1
"Gastrothylax crumenifer",0,0,0,0,1,1,0,0,1,0,1
"Gedoelstia haessleri",0,0,0,0,0,0,0,0,0,0,0
"Gemella morbillorum",0,0,0,0,0,0,0,0,0,0,0
"Giardia intestinalis",0,0,0,0,0,0,0,0,0,0,0
"Globocephalus samoensis",0,0,0,0,0,0,0,0,0,0,0
"Globocephalus urosubulatus",0,0,0,0,1,1,0,0,1,0,0
"Gnathostoma doloresi",0,0,0,0,0,0,0,0,0,0,1
"Gnathostoma procyonis",0,0,0,0,0,0,0,0,0,0,0
"Gnathostoma spinigerum",0,0,0,0,0,0,0,0,0,0,0
"Gongylonema macrogubernaculum",0,0,0,0,0,0,0,0,0,0,1
"Gongylonema pulchrum",0,0,0,0,0,0,0,0,0,0,1
"Gongylonema verrucosum",0,0,0,0,0,0,0,0,0,0,1
"Graphidiodes berlai",0,0,0,0,0,0,0,0,0,0,1
"Gynaecotyla adunca",0,0,0,0,0,0,0,0,0,0,0
"Gyropus ovalis",1,0,0,0,0,0,0,0,0,0,0
"Gyrosoma singularis",0,0,0,0,0,0,0,0,0,0,0
"Gyrostigma pavesii",0,0,0,0,0,0,0,0,0,0,0
"Habronema malani",0,0,0,0,0,0,0,0,0,1,0
"Habronema muscae",0,0,0,0,0,0,0,0,0,1,0
"Habronema tomasi",0,0,0,0,0,0,0,0,0,1,0
"Habronema zebrae",0,0,0,0,0,0,0,0,0,1,0
"Haemaphysalis aciculifer",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis asiatica",0,0,0,0,0,0,0,0,0,0,0
"Haemaphysalis bancrofti",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis concinna",0,0,0,0,0,0,0,0,0,0,0
"Haemaphysalis erinacei",0,0,0,0,0,0,0,0,0,0,0
"Haemaphysalis flava",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis hystricis",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis japonica",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis juxtakochi",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis kitaokai",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis leachi",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis leporispalustris",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis longicornis",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis megaspinosa",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis moreli",0,0,0,0,0,0,0,0,0,0,0
"Haemaphysalis parmata",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis punctata",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis semermis",0,0,0,0,0,0,0,0,0,0,0
"Haemaphysalis silacea",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis spinulosa",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis yeni",0,0,0,0,1,1,0,0,0,0,0
"Haemaphysalis zumpti",0,0,0,0,0,0,0,0,0,0,0
"Haematobosca latifrons",0,0,0,0,0,0,0,0,0,0,0
"Haematomyzus porci",1,0,0,1,0,0,0,0,0,0,0
"Haematopinus latus",1,0,0,1,0,0,0,0,0,0,0
"Haematopinus phacochoeri",1,0,0,1,0,0,0,0,0,0,0
"Haematopinus suis",1,0,0,1,0,0,0,0,0,0,0
"Haemonchus bedfordi",0,0,0,0,1,1,0,0,1,0,0
"Haemonchus contortus",0,0,0,0,1,1,0,0,1,0,0
"Haemonchus horaki",0,0,0,0,1,1,0,0,1,0,0
"Haemonchus krugeri",0,0,0,0,1,1,0,0,1,0,0
"Haemonchus mitchelli",0,0,0,0,1,1,0,0,1,0,0
"Haemonchus placei",0,0,0,0,1,1,0,0,1,0,0
"Haemonchus vegliai",0,0,0,0,1,1,0,0,1,0,0
"Hafnia alvei",0,0,0,0,0,0,0,0,0,0,0
"Hammondia heydorni",0,0,0,0,0,0,0,0,0,0,0
"Hechtiella Lopesi",0,0,0,0,0,0,0,0,0,0,0
"Hemigalichus chrotogale",0,0,0,0,0,0,0,0,0,0,0
"Hepatocystis bovillezi",0,0,0,0,0,0,0,0,0,1,0
"Hepatocystis cercopitheci",0,0,0,0,0,0,0,0,0,1,0
"Hepatocystis foleyi",0,0,0,0,0,0,0,0,0,1,0
"Hepatocystis kochi",0,0,0,0,0,0,0,0,0,1,0
"Hepatocystis semnopitheci",0,0,0,0,0,0,0,0,0,1,0
"Hepatocystis simiae",0,0,0,0,0,0,0,0,0,1,0
"Hepatocystis taiwanensis",0,0,0,0,0,0,0,0,0,1,0
"Hepatovirus Hepatovirus A",1,0,0,0,1,0,0,0,0,0,0
"Hepatoxylon trichiuri",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon americanum",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon canis",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon JM-1",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon JM-2",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon JM-3",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon JM-4",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon JM-5",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon JM-6",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon JM-7",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon JM-8",0,0,0,0,0,0,0,0,0,0,0
"Hepatozoon procyonis",0,0,0,0,0,0,0,0,0,0,0
"Heterobilharzia americana",0,0,0,0,1,1,0,1,1,0,1
"Hippobosca longipennis",0,0,0,0,0,0,0,0,0,0,0
"Hippobosca rufipes",0,0,0,0,0,0,0,0,0,0,0
"Histoplasma capsulatum",0,0,0,0,1,0,0,0,0,0,0
"Human gammaherpesvirus 4",1,0,0,0,0,0,0,0,0,0,0
"Hyalomma lusitanicum",0,0,0,0,1,1,0,0,0,0,0
"Hyalomma marginatum",0,0,0,0,1,1,0,0,0,0,0
"Hyalomma truncatum",0,0,0,0,1,1,0,0,0,0,0
"Hydatigera taeniaeformis",0,0,0,0,0,0,0,0,0,0,0
"Hymenolepis diminuta",0,0,0,0,0,0,0,0,0,0,0
"Hymenolepis nana",0,0,0,0,0,0,0,0,0,0,1
"Hyostrongylus kigeziensis",0,0,0,0,1,0,0,0,0,0,0
"Hyostrongylus rubidus",0,0,0,0,1,1,0,0,1,0,0
"Hypoaspis leviculus",0,0,0,0,0,0,0,0,0,0,0
"Impalaia nudicollis",0,0,0,0,0,0,0,0,0,0,0
"Impalaia tuberculata",0,0,0,0,1,1,0,0,1,0,0
"Influenzavirus A Influenza A virus",1,0,0,1,0,0,0,0,0,0,0
"Influenzavirus B Influenza B virus",1,0,0,0,0,0,0,0,0,0,0
"Iodamoeba butschlii",1,0,0,0,1,0,0,0,0,0,0
"Isospora africana",0,0,0,0,0,0,0,0,0,0,0
"Isospora altaica",0,0,0,0,0,0,0,0,0,0,0
"Isospora arctopitheci",0,0,0,0,1,0,0,0,0,0,0
"Isospora cebi",0,0,0,0,1,0,0,0,0,0,0
"Isospora hoogstraali",0,0,0,0,0,0,0,0,0,0,0
"Isospora lutrae",0,0,0,0,0,0,0,0,0,0,0
"Isospora martessii",0,0,0,0,0,0,0,0,0,0,0
"Isospora melis",0,0,0,0,0,0,0,0,0,0,0
"Isospora papionis",0,0,0,0,1,0,0,0,0,0,0
"Isospora saimirae",0,0,0,0,1,0,0,0,0,0,0
"Isospora sengeri",0,0,0,0,0,0,0,0,0,0,0
"Isospora spilogales",0,0,0,0,0,0,0,0,0,0,0
"Isospora vulpis",0,0,0,0,0,0,0,0,0,0,0
"Isospora zorillae",0,0,0,0,0,0,0,0,0,0,0
"Isthmiophora hortensis",0,0,0,0,0,0,0,0,0,0,0
"Isthmiophora melis",0,0,0,0,0,0,0,0,0,0,0
"Ixodes acuminatus",0,0,0,0,0,0,0,0,0,0,0
"Ixodes affinis",0,0,0,0,1,1,0,0,0,0,0
"Ixodes aragaoi",0,0,0,0,0,0,0,0,0,0,0
"Ixodes canisuga",0,0,0,0,0,0,0,0,0,0,0
"Ixodes cavipalpus",0,0,0,0,1,1,0,0,0,0,0
"Ixodes cookei",0,0,0,0,0,0,0,0,0,0,0
"Ixodes granulatus",0,0,0,0,0,0,0,0,0,0,0
"Ixodes gregsoni",0,0,0,0,0,0,0,0,0,0,0
"Ixodes hexagonus",0,0,0,0,0,0,0,0,0,0,0
"Ixodes holocyclus",0,0,0,0,1,1,0,0,0,0,0
"Ixodes kingi",0,0,0,0,0,0,0,0,0,0,0
"Ixodes loricatus",0,0,0,0,1,0,0,0,0,0,0
"Ixodes nipponensis",0,0,0,0,0,0,0,0,0,0,0
"Ixodes ovatus",0,0,0,0,1,1,0,0,0,0,0
"Ixodes pacificus",0,0,0,0,1,1,0,0,0,0,0
"Ixodes persulcatus",0,0,0,0,1,1,0,0,0,0,0
"Ixodes pilosus",0,0,0,0,1,1,0,0,0,0,0
"Ixodes rasus",0,0,0,0,1,0,0,0,0,0,0
"Ixodes ricinus",0,0,0,0,1,1,0,0,0,0,0
"Ixodes rubicundus",0,0,0,0,1,1,0,0,0,0,0
"Ixodes scapularis",0,0,0,0,1,1,0,0,0,0,0
"Ixodes schillingeri",0,0,0,0,1,0,0,0,0,0,0
"Ixodes sculptus",0,0,0,0,0,0,0,0,0,0,0
"Ixodes tanuki",0,0,0,0,0,0,0,0,0,0,0
"Ixodes texanus",0,0,0,0,0,0,0,0,0,0,0
"Ixodes ventalloi",0,0,0,0,0,0,0,0,0,0,0
"Joyeuxiella echinorhynchoides",0,0,0,0,0,0,0,0,0,0,0
"Joyeuxiella pasqualei",0,0,0,0,0,0,0,0,0,0,0
"Kiluluma goodeyi",0,0,0,0,1,1,0,0,1,0,0
"Kiluluma magna",0,0,0,0,1,1,0,0,1,0,0
"Kiluluma rhinocerotis",0,0,0,0,1,1,0,0,1,0,0
"Kingella kingae",0,0,0,0,0,0,0,0,0,0,0
"Kirkioestrus minutus",0,0,0,0,0,0,0,0,0,0,0
"Klebsiella pneumoniae",1,1,1,0,1,1,1,1,0,0,0
"Kluyveromyces marxianus",1,0,1,0,1,0,0,0,0,0,0
"Kocuria varians",0,0,0,0,0,0,0,0,0,0,0
"Lagovirus Rabbit hemorrhagic disease virus",0,0,0,0,0,0,0,0,0,0,0
"Lambdapapillomavirus Lambdapapillomavirus 2",0,0,0,0,0,0,0,0,0,0,0
"Lawsonia intracellularis",0,0,0,0,0,0,0,0,0,0,0
"Leishmania braziliensis",0,0,0,0,0,0,0,0,0,1,0
"Leishmania chagasi",0,0,0,0,0,0,0,0,0,0,0
"Leishmania donovani",0,0,0,0,0,0,0,0,0,0,0
"Leishmania infantum",0,0,0,0,0,0,0,0,0,0,0
"Leishmania shawi",0,0,0,0,0,0,0,0,0,1,0
"Lemuricola baltazardi",1,0,0,0,1,0,0,0,0,0,0
"Lemuricola contagiosus",1,0,0,0,1,0,0,0,0,0,0
"Lemuricola daubentoniae",1,0,0,0,1,0,0,0,0,0,0
"Lemuricola inglisi",1,0,0,0,1,0,0,0,0,0,0
"Lemuricola lemuris",1,0,0,0,1,0,0,0,0,0,0
"Lemuricola microcebi",1,0,0,0,1,0,0,0,0,0,0
"Lemuricola nycticebi",1,0,0,0,1,0,0,0,0,0,0
"Lemuricola trichuroides",1,0,0,0,1,0,0,0,0,0,0
"Lemuricola vauceli",1,0,0,0,1,0,0,0,0,0,0
"Lentivirus Feline immunodeficiency virus",0,0,0,0,0,0,0,0,0,0,0
"Lentivirus Puma lentivirus",0,0,0,0,0,0,0,0,0,0,0
"Lentivirus Simian immunodeficiency virus",1,1,1,0,0,0,0,0,0,0,0
"Lentivirus Visna/maedi virus",1,0,1,1,0,0,0,0,0,0,0
"Lepas anatifera",0,0,0,0,0,0,0,0,0,0,0
"Lepas australis",0,0,0,0,0,0,0,0,0,0,0
"Lepidophthirus macrorhini",0,0,0,0,0,0,0,0,0,0,0
"Leptospira borgpetersenii",0,0,0,0,0,0,0,0,0,0,0
"Leptospira bratislava",0,0,0,0,0,0,0,0,0,0,0
"Leptospira canicola",0,0,0,0,0,0,0,0,0,0,0
"Leptospira grippotyphosa",0,0,0,0,0,0,0,0,0,0,0
"Leptospira icterohaemorrhagiae",0,0,0,0,0,0,0,0,0,0,0
"Leptospira interrogans",1,1,1,1,1,1,1,1,0,0,0
"Linguatula arctica",0,0,0,0,1,1,0,0,0,0,0
"Linguatula serrata",0,0,0,0,0,0,0,0,0,0,0
"Linognathus aepyceros",0,0,0,0,0,0,0,0,0,0,0
"Linognathus angasi",1,0,0,1,0,0,0,0,0,0,0
"Linognathus antidorcitis",1,0,0,1,0,0,0,0,0,0,0
"Linognathus armatus",1,0,0,1,0,0,0,0,0,0,0
"Linognathus bedfordi",0,0,0,0,0,0,0,0,0,0,0
"Linognathus breviceps",1,0,0,1,0,0,0,0,0,0,0
"Linognathus cervicaprae",1,0,0,1,0,0,0,0,0,0,0
"Linognathus digitalis",1,0,0,1,0,0,0,0,0,0,0
"Linognathus euchore",1,0,0,1,0,0,0,0,0,0,0
"Linognathus fahrenholzi",1,0,0,1,0,0,0,0,0,0,0
"Linognathus gorgonus",1,0,0,1,0,0,0,0,0,0,0
"Linognathus nevilli",1,0,0,1,0,0,0,0,0,0,0
"Linognathus oryx",1,0,0,1,0,0,0,0,0,0,0
"Linognathus panamensis",1,0,0,1,0,0,0,0,0,0,0
"Linognathus peleus",1,0,0,1,0,0,0,0,0,0,0
"Linognathus pithodes",1,0,0,1,0,0,0,0,0,0,0
"Linognathus spicatus",1,0,0,1,0,0,0,0,0,0,0
"Linognathus zumpti",1,0,0,1,0,0,0,0,0,0,0
"Lipoptena sepiacea",0,0,0,0,0,0,0,0,0,0,0
"Listeria ivanovii",0,0,0,0,0,0,0,0,0,0,0
"Listeria monocytogenes",0,0,1,0,1,1,1,1,1,0,0
"Loa loa",0,0,0,0,0,0,0,0,0,1,0
"Loa papionis",0,0,0,0,0,0,0,0,0,1,0
"Longistriata dubia",0,0,0,0,1,0,0,0,0,0,0
"Longistrongylus albifrontis",0,0,0,0,1,1,0,0,1,0,0
"Longistrongylus curvispiculum",0,0,0,0,1,1,0,0,1,0,0
"Longistrongylus meyeri",0,0,0,0,1,1,0,0,1,0,0
"Longistrongylus namaquensis",0,0,0,0,1,1,0,0,1,0,0
"Longistrongylus sabie",0,0,0,0,1,1,0,0,1,0,0
"Longistrongylus schrenki",0,0,0,0,1,1,0,0,1,0,0
"Lutzomyia intermedia",0,0,0,0,0,0,0,0,0,0,0
"Lutzomyia longipalpis",0,0,0,0,0,0,0,0,0,0,0
"Lynxacarus nearticus",0,0,0,0,0,0,0,0,0,0,0
"Lyperosomum sinuosum",0,0,0,0,0,0,0,0,0,0,0
"Lysinibacillus sphaericus",0,0,0,0,0,0,0,0,0,0,0
"Lyssavirus Rabies lyssavirus",1,0,0,1,0,0,0,0,0,0,0
"Macacanema formosana",0,0,0,0,0,0,0,0,0,1,0
"Macavirus Alcelaphine gammaherpesvirus 1",1,0,1,1,1,1,0,1,0,0,0
"Macracanthorhynchus catulinus",0,0,0,0,0,0,0,0,0,0,0
"Macracanthorhynchus hirudinaceus",0,0,0,0,0,0,0,0,0,0,1
"Macracanthorhynchus ingens",0,0,0,0,0,0,0,0,0,0,0
"Macroorchis spinulosus",0,0,0,0,0,0,0,0,0,0,0
"Malassezia pachydermatis",0,0,0,0,0,0,0,0,0,0,0
"Mamastrovirus Mamastrovirus 1",0,0,0,0,0,0,0,0,0,0,0
